,UNITID,INSTNM_x,Percent of students over 23 at entry,WHITE,BLACK,ASIAN,HISPANIC,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,numberOfStudentsNotWorkingAndNotEnrolled10YearsAfterEntry,numberOfStudentsWorkingAndNotEnrolled10YearsAfterEntry,meanEarningsOfStudentsWorkingAndNotEnrolled10yearsAfterEntry,logOfMeanEarnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,INSTNM_y,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
1210,153250,Dordt College,0.02,92.22000122,2,1.379999995,5.650000095,94.76000214,61155.28,5.170000076,2.220000029,11,56,495,43300,43.3,30200,Dordt College,Sioux Center,IA,51250-1697,43.08396,-96.166319,0.6982,0.698211624,1159,0.0962,0.0069,0,0,0.0206,0.0309,0.0103,0,0.1718,0.1031,0,0.0034,0,0,0.0069,0.0172,0,0.0172,0.0069,0,0,0.0653,0.0034,0.0172,0.0172,0,0.0309,0.0241,0.0309,0.0103,0,0,0,0,0.0206,0.0722,0.2062,0.0103
1211,153269,Drake University,0.07,90.25,3.700000048,2.5,4.070000172,93.83999634,70375.31,4.710000038,2.670000076,11.11999989,63,1131,68500,68.5,45800,Drake University,Des Moines,IA,50311-4505,41.60381,-93.654062,0.6687,0.66871354,1224,0,0.014,0,0,0.0876,0,0.0216,0,0.0685,0,0,0,0,0.033,0.0546,0.0025,0,0.0787,0.0178,0,0,0,0.0076,0,0.0114,0,0.0635,0,0,0.0761,0,0,0,0,0.0723,0.0431,0.3338,0.014
1212,153278,University of Dubuque,0.100000001,86.58000183,8.180000305,1.320000052,5.829999924,93.80000305,58943.3,6.840000153,3.299999952,10.94999981,41,617,41800,41.8,25700,University of Dubuque,Dubuque,IA,52001,42.498027,-90.693568,0.7742,0.774193548,944,0,0.0389,0,0,0.0333,0,0.0556,0,0.0722,0,0,0,0,0,0.0167,0.0222,0,0.0694,0,0,0.0028,0.075,0.0056,0,0,0,0.0306,0.1194,0,0.0194,0,0,0,0.1028,0,0.0667,0.2694,0
1214,153302,Emmaus Bible College,0.090000004,90.43000031,3.299999952,1.340000033,4.96999979,95.23000336,63394.45,5.730000019,2.960000038,11.01000023,44,101,31700,31.7,21200,Emmaus Bible College,Dubuque,IA,52001-3096,42.509041,-90.705921,0.3472,0.347222222,1069,0,0,0,0,0,0,0.0086,0,0.0776,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0,0.8362,0,0,0.0259,0,0,0,0,0,0,0,0,0,0.0172,0
1216,153320,Faith Baptist Bible College and Theological Seminary,0.039999999,92.72000122,3.109999895,0.99000001,3.559999943,96.19000244,57604.15,6.210000038,2.769999981,10.93999958,54,164,34300,34.3,23300,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,41.736338,-93.624208,0.6423,0.642335766,1051,0,0,0,0,0,0,0,0,0.2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6379,0,0,0,0,0,0,0,0,0,0,0,0,0.1034,0
1218,153366,Graceland University-Lamoni,0.230000004,83.44000244,8.229999542,2.359999895,7.03000021,93.70999908,56137.53,8.520000458,3.480000019,10.88000011,60,638,41000,41,24700,Graceland University-Lamoni,Lamoni,IA,50140,40.615966,-93.924893,0.4789,0.478925428,961,0.0101,0,0,0,0.0253,0,0.0177,0,0.2399,0,0,0,0,0,0.0177,0.048,0,0.0328,0.0126,0,0.0025,0.0556,0,0,0.0126,0,0.0278,0.0354,0.0152,0.0025,0,0,0,0,0.0404,0.2677,0.1364,0
1219,153375,Grand View University,0.270000011,91.20999908,3.430000067,1.940000057,3.599999905,95.11000061,62140.86,5.570000172,3.109999895,11.01000023,82,892,43900,43.9,25100,Grand View University,Des Moines,IA,50316,41.620909,-93.605016,0.9821,0.982142857,969,0.0035,0,0,0,0.0317,0.0035,0.0387,0,0.1092,0,0,0.0088,0,0.0035,0.0123,0.0528,0,0.0528,0.0158,0,0,0.0704,0.007,0,0,0,0.0493,0.0458,0.0405,0.0194,0,0,0,0,0.0669,0.1532,0.1989,0.0158
1220,153384,Grinnell College,0,79.33000183,9.710000038,4,8.409999847,89.47000122,70311.1,6.889999866,3.190000057,11.10000038,30,279,59500,59.5,55700,Grinnell College,Grinnell,IA,50112-1690,41.747048,-92.721246,0.2491,0.249142501,1402,0,0,0,0.0323,0,0,0.0249,0,0,0,0,0.092,0,0,0.0672,0,0,0.1816,0.0224,0,0.0274,0,0.0274,0,0.0721,0,0.092,0,0,0.2537,0,0,0,0,0.0547,0,0,0.0522
1232,153603,Iowa State University,0.07,93.05000305,2.5,1.730000019,3.24000001,95.69000244,61269.08,5.449999809,2.640000105,10.97999954,523,7046,53700,53.7,32700,Iowa State University,Ames,IA,50011-2103,42.026368,-93.648353,0.8715,0.871529952,1142,0.1176,0.0146,0.0229,0.0007,0.0433,0,0.0065,0,0.0475,0.2031,0.0104,0.0072,0.0441,0,0.0123,0.0134,0,0.0589,0.0132,0,0.0211,0.0415,0.0028,0,0.0118,0,0.0264,0,0.0016,0.0278,0,0,0,0,0.0436,0.0162,0.176,0.0156
1233,153621,Iowa Wesleyan University,0.330000013,86.54000092,7.420000076,1.74000001,6.070000172,94.83000183,55010.75,8.119999886,3.380000114,10.89000034,46,397,36900,36.9,24300,Iowa Wesleyan University,Mount Pleasant,IA,52641,40.973689,-91.552588,0.4963,0.496285886,949,0,0,0,0,0.0082,0,0,0,0.2213,0,0,0,0,0,0.0082,0,0,0.0902,0,0,0.0082,0.0738,0,0,0.0082,0,0.0574,0.0164,0.041,0,0,0,0,0,0.0574,0.1475,0.2541,0.0082
1235,153658,University of Iowa,0.129999995,91.58000183,3.029999971,2.24000001,3.769999981,94.37999725,63769.8,5.369999886,2.660000086,11.02000046,435,6147,59800,59.8,51800,University of Iowa,Iowa City,IA,52242-1316,41.660695,-91.535698,0.8074,0.807375486,1164,0,0.0072,0,0.0045,0.0809,0,0.0159,0,0.0173,0.0916,0,0.018,0,0,0.0411,0.0413,0,0.0291,0.0254,0,0.0293,0.1271,0.005,0,0.0122,0,0.0578,0,0.0099,0.0832,0,0,0,0,0.0528,0.0576,0.1804,0.0124
1241,153825,Loras College,0.059999999,93.37000275,2.519999981,1.549999952,3.119999886,95.34999847,66273.98,4.670000076,2.660000086,11.06000042,45,696,49200,49.2,33100,Loras College,Dubuque,IA,52004-0178,42.504131,-90.680232,0.9496,0.9496,1088,0,0,0,0,0.0865,0,0.0128,0,0.0865,0.0353,0,0.016,0,0,0.0449,0,0,0.0833,0.0288,0,0,0.0929,0.0353,0,0.0032,0,0.0577,0.0449,0.0513,0.0609,0,0,0,0,0.0513,0.0224,0.1603,0.0256
1242,153834,Luther College,0.01,93.34999847,2.230000019,1.720000029,2.819999933,95.70999908,65739.49,4.75,2.680000067,11.05000019,54,867,50000,50,35900,Luther College,Decorah,IA,52101-1045,43.313584,-91.803971,0.6689,0.66889117,1179,0,0.0253,0,0.0072,0.047,0,0.0217,0,0.0579,0,0,0.0362,0,0,0.0398,0,0,0.1302,0.0362,0,0.0163,0.0127,0.0289,0,0.0181,0,0.085,0,0.0235,0.0778,0,0,0,0,0.141,0.0633,0.1031,0.0289
1246,154004,Morningside College,0.059999999,92.11000061,1.840000033,1.269999981,6.050000191,95.37999725,54990.75,6.53000021,2.559999943,10.89000034,49,502,45300,45.3,25300,Morningside College,Sioux City,IA,51106-1751,42.47324,-96.360738,0.5599,0.559920983,1070,0,0,0,0,0.0576,0,0.0169,0,0.1797,0.0102,0,0.0034,0,0,0.0237,0,0,0.1661,0.0136,0,0.0373,0,0.0068,0,0.0068,0,0.0678,0,0,0.0203,0,0,0,0,0.0542,0.1085,0.2169,0.0102
1247,154013,Mount Mercy University,0.25,94.87999725,1.980000019,1.100000024,1.860000014,97.25,61693.27,4.75,2.589999914,11.01000023,43,663,45900,45.9,24000,Mount Mercy University,Cedar Rapids,IA,52402-4797,42.001931,-91.650991,0.6065,0.606498195,990,0,0.0024,0,0,0.0095,0,0.0333,0,0.0831,0,0,0,0,0,0.0143,0,0,0.0309,0,0,0,0,0.0024,0,0,0,0.0095,0.0641,0.0475,0.0095,0,0,0,0,0.0143,0.2993,0.3729,0.0071
1250,154095,University of Northern Iowa,0.100000001,94.09999847,2.460000038,0.939999998,2.799999952,96.80000305,56117.97,5.809999943,2.710000038,10.92000008,276,4281,47700,47.7,33100,University of Northern Iowa,Cedar Falls,IA,50614-0005,42.514923,-92.459703,0.7953,0.795328142,1050,0,0.0009,0,0,0.0808,0.0061,0.0178,0,0.1563,0.0017,0.0239,0.0083,0.036,0,0.0265,0.0304,0,0.0569,0.023,0,0.0117,0.0551,0.0043,0,0.0148,0,0.0443,0,0.0313,0.0712,0,0,0,0,0.0551,0.0439,0.1811,0.0187
1251,154101,Northwestern College,0.02,94.48000336,1.350000024,1.159999967,3.450000048,96.26999664,58600.59,5.320000172,2.190000057,10.94999981,36,544,38400,38.4,24500,Northwestern College,Orange City,IA,51041,42.998955,-96.058382,0.7212,0.721231767,1141,0,0,0,0,0.0373,0,0.0166,0,0.1618,0,0,0.0207,0,0,0.0166,0.0083,0,0.083,0.0124,0,0,0.0747,0.0249,0.0373,0.0083,0,0.0539,0,0.0498,0.0415,0,0,0,0,0.0705,0.1328,0.1328,0.0166
1258,154235,Saint Ambrose University,0.180000007,90.12000275,4.730000019,1.470000029,4.869999886,95.29000092,63314.56,6.150000095,3.099999905,11.02000046,85,1083,48300,48.3,28600,Saint Ambrose University,Davenport,IA,52803-2898,41.540081,-90.58098,0.7298,0.729772192,1050,0,0,0,0.0032,0.0388,0,0.0307,0,0.1019,0.0243,0,0.0049,0,0,0.0065,0,0,0.0566,0.0032,0,0.0194,0.1052,0.0032,0.0049,0.0113,0,0.1311,0.034,0,0.021,0,0,0,0,0.0372,0.1036,0.246,0.0129
1262,154350,Simpson College,0.140000001,94.98999786,1.399999976,1.149999976,2.650000095,96.68000031,60274.33,5.260000229,2.589999914,10.97999954,56,851,48000,48,27400,Simpson College,Indianola,IA,50125,41.365503,-93.563471,0.8946,0.894571204,1104,0,0.0219,0,0,0.0493,0,0.0575,0,0.0959,0.0027,0,0.0137,0,0,0.0384,0.0027,0,0.0685,0.0192,0,0,0.0658,0.011,0,0.0082,0,0.0466,0.0904,0.0027,0.0658,0,0,0,0,0.0466,0.0411,0.2219,0.0301
1268,154493,Upper Iowa University,0.620000005,84.19999695,9.869999886,1.820000052,4.53000021,94.61000061,57565.93,7.449999809,3.319999933,10.93000031,181,1679,42100,42.1,26200,Upper Iowa University,Fayette,IA,52142-1857,42.840293,-91.799663,0.66,0.659977703,930,0.0063,0.0088,0,0,0.0088,0,0.0025,0,0.0313,0,0,0,0,0,0.0031,0.0613,0,0.0131,0.0019,0,0,0.01,0,0,0.0025,0,0.085,0.0069,0.1456,0.1119,0,0,0,0,0.0038,0.1088,0.3875,0.0013
1269,154518,Waldorf University,0.039999999,90.44000244,4.510000229,1.389999986,4.409999847,95.83000183,57010.8,6.260000229,2.819999933,10.92000008,26,311,40100,40.1,37900,Waldorf University,Forest City,IA,50436-1713,43.262203,-93.640034,0.6609,0.66093929,937,0,0,0,0,0.0372,0,0,0,0.0266,0,0.0239,0,0.016,0,0,0.0133,0,0.0213,0,0,0,0.0186,0,0,0,0,0.109,0.4574,0,0,0,0,0,0,0.0106,0.0053,0.258,0.0027
1270,154527,Wartburg College,0.01,94.43000031,2.400000095,0.980000019,2.420000076,97.01000214,58222.9,5.420000076,2.75,10.94999981,40,780,48100,48.1,30200,Wartburg College,Waverly,IA,50677-0903,42.727629,-92.480933,0.7382,0.738239404,1105,0,0.0029,0,0,0.1,0,0.0057,0,0.0943,0.0343,0.0029,0.0057,0,0,0.0286,0,0,0.1857,0.0371,0,0.0029,0.06,0.0086,0,0.0086,0,0.0514,0,0.0371,0.0429,0,0,0,0,0.0343,0.0286,0.2,0.0286
1276,154688,Baker University,0.49000001,86.70999908,6.239999771,1.850000024,5.230000019,94.93000031,67758.92,5.420000076,2.50999999,11.06999969,87,962,56000,56,43500,Baker University,Baldwin City,KS,66006-0065,38.777278,-95.188231,0.8162,0.816168328,1048,0,0,0,0,0.0207,0,0.0104,0,0.0332,0,0,0.0041,0,0,0.0041,0,0,0.0166,0.0041,0,0.0166,0.0685,0,0,0.0041,0,0.0187,0,0,0.0207,0,0,0,0,0.0166,0.1515,0.6017,0.0083
1278,154712,Benedictine College,0.029999999,86.51000214,5.840000153,2.200000048,7.590000153,94.23999786,64485.18,6.650000095,2.960000038,11.01000023,60,501,42600,42.6,28300,Benedictine College,Atchison,KS,66002-1499,39.572953,-95.111424,0.9915,0.991471215,1129,0,0,0,0,0.0401,0,0.0229,0,0.192,0.0172,0,0.0143,0,0,0.0344,0,0,0.0516,0.0201,0,0.0029,0.0029,0.0115,0.0602,0.0287,0,0.0544,0,0,0.0888,0,0,0,0,0.0344,0.0917,0.2235,0.0086
1279,154721,Bethany College,0.039999999,83.94999695,5.599999905,2.069999933,11.07999992,92.26000214,57710.76,7.599999905,3.029999971,10.92000008,27,295,43400,43.4,27800,Bethany College,Lindsborg,KS,67456-1897,38.5786,-97.673173,0.9927,0.992727273,959,0,0,0,0,0,0,0,0,0.1707,0,0,0,0,0,0.0163,0.0081,0,0.1382,0,0,0,0.1057,0.0163,0,0.0081,0,0.0732,0,0,0.1138,0,0,0,0,0.0894,0.0407,0.2033,0.0163
1293,155025,Emporia State University,0.170000002,88.56999969,3.609999895,1.360000014,7.320000172,94.86000061,56675.47,6.880000114,2.829999924,10.89999962,176,1779,39000,39,25200,Emporia State University,Emporia,KS,66801-5415,38.414106,-96.18014,0.8698,0.869815668,1030,0,0,0,0,0.048,0,0.0451,0,0.2299,0,0,0.0071,0,0,0.0296,0.0592,0,0.0423,0.0169,0,0.0014,0.0197,0,0,0.0296,0,0.0522,0.0268,0,0.0959,0,0,0,0,0.0423,0.1072,0.134,0.0127
1297,155089,Friends University,0.550000012,83.44999695,6.860000134,2.24000001,7.599999905,93.87999725,60343.56,7.039999962,3.049999952,10.96000004,180,1399,46500,46.5,33100,Friends University,Wichita,KS,67213,37.678495,-97.366666,0.5849,0.584931507,1014,0,0,0,0,0.0096,0,0.0675,0,0.0602,0,0,0.012,0,0,0.0024,0.0193,0,0.0434,0.0096,0,0,0.0313,0.0096,0,0.0024,0,0.0554,0.012,0,0.0048,0,0,0,0,0.0434,0.0145,0.5928,0.0096
1300,155140,Haskell Indian Nations University,0.239999995,56.24000168,3.210000038,1.230000019,6.71999979,95.43000031,43179.27,18.45000076,5.920000076,10.61999989,96,376,25600,25.6,22100,Haskell Indian Nations University,Lawrence,KS,66046-4800,38.937786,-95.232513,0.7034,0.703363914,850,0,0.0591,0,0.1613,0,0.0054,0,0,0.0914,0,0,0,0,0,0,0.3387,0,0,0,0,0.0484,0.0269,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0.0323,0.2258,0
1310,155317,University of Kansas,0.119999997,87.30000305,5.179999828,2.319999933,5.320000172,93.91000366,70891.42,5.239999771,2.5,11.10000038,493,5488,54600,54.6,47700,University of Kansas,Lawrence,KS,66045,38.958551,-95.247618,0.9347,0.934675025,1145,0,0.011,0.0054,0.0069,0.0985,0,0.0097,0,0.0335,0.0926,0,0.0241,0,0,0.0269,0.0233,0,0.0537,0.012,0,0.042,0.0299,0.0046,0,0.0202,0,0.0499,0,0.0228,0.0768,0,0,0,0,0.0619,0.12,0.1599,0.0143
1311,155335,Newman University,0.379999995,82.86000061,6.389999866,2.359999895,9.970000267,92.69999695,62008.99,6.949999809,3.039999962,10.98999977,76,605,46400,46.4,32900,Newman University,Wichita,KS,67213-2097,37.672306,-97.378803,0.5627,0.562746646,1095,0,0,0,0,0.0415,0,0.0148,0,0.1009,0,0,0,0,0.0297,0.0059,0.0148,0,0.1424,0,0,0.0208,0,0.003,0.0297,0.0178,0,0.0712,0.0267,0,0.0148,0,0,0,0,0.0089,0.3294,0.1128,0.0148
1314,155414,Kansas Wesleyan University,0.180000007,85.15000153,4.559999943,2.079999924,10.15999985,92.58000183,54592.99,7.150000095,2.880000114,10.88000011,43,482,42500,42.5,28900,Kansas Wesleyan University,Salina,KS,67401-6196,38.813923,-97.609476,0.6161,0.616136919,1020,0,0,0,0,0.0204,0,0.0136,0,0.0884,0,0,0,0,0,0.0136,0.0204,0,0.0408,0.0068,0,0,0.1224,0,0,0.034,0,0.0544,0.0612,0,0.0136,0,0,0,0,0.068,0.2517,0.1837,0.0068
1319,155496,Manhattan Christian College,0.219999999,89.56999969,3.569999933,1.730000019,5.150000095,94.77999878,58385.25,5.920000076,2.680000067,10.93000031,PrivacySuppressed,149,36700,36.7,26000,Manhattan Christian College,Manhattan,KS,66502-4801,39.185764,-96.579018,0.8218,0.821782178,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0,0.8103,0,0,0,0,0,0,0,0,0,0,0,0,0.1552,0
1320,155511,McPherson College,0.140000001,88.18000031,4.099999905,1.559999943,7.880000114,94.18000031,59250.54,6.739999771,2.619999886,10.93999958,25,264,44200,44.2,26500,McPherson College,McPherson,KS,67460-1402,38.371464,-97.6443,0.7271,0.727134146,940,0,0,0,0,0.0439,0,0,0,0.0702,0,0.1842,0.0088,0,0,0,0,0,0.0614,0.0088,0,0,0.1404,0.0263,0,0,0,0.0263,0,0.0614,0.0877,0,0,0,0,0.0526,0,0.193,0.0351
1321,155520,MidAmerica Nazarene University,0.319999993,87.37999725,6.199999809,1.860000014,4.940000057,94.86000061,69737.68,5.519999981,2.529999971,11.09000015,72,726,47400,47.4,34800,MidAmerica Nazarene University,Olathe,KS,66062-1899,38.872608,-94.782586,0.6136,0.613585746,1015,0,0,0,0,0.0057,0,0.0038,0,0.0475,0,0,0,0,0,0,0.0323,0,0.0152,0.0038,0,0.0171,0.0532,0.0209,0.0095,0.0038,0,0.0266,0.0076,0.0038,0.0019,0,0,0,0,0.0133,0.4125,0.3175,0.0038
1329,155812,University of Saint Mary,0.270000011,79.56999969,11.17000008,1.809999943,9.390000343,92.88999939,62613.14,7.539999962,3.130000114,11,PrivacySuppressed,238,41200,41.2,25300,University of Saint Mary,Leavenworth,KS,66048-5082,39.277308,-94.906935,0.4904,0.490425532,978,0,0,0,0,0,0,0.0147,0,0.049,0,0,0,0.0294,0,0.0294,0.0147,0,0.049,0.0147,0,0,0.0392,0,0,0.0098,0,0.0392,0,0,0.049,0,0,0,0,0.0392,0.5245,0.0833,0.0147
1333,155900,Southwestern College,0.519999981,83.48000336,6.880000114,2.24000001,7.210000038,93.83999634,58156.66,7.610000134,3.269999981,10.93000031,57,627,53100,53.1,37400,Southwestern College,Winfield,KS,67156-6224,37.2493,-96.9783,0.9116,0.91160221,999,0,0,0,0,0.0162,0,0.0994,0,0.1075,0,0,0,0,0,0,0.0122,0,0.0467,0.0041,0,0,0.0345,0.002,0.0183,0,0,0.0345,0.1339,0,0.0203,0,0,0,0,0.0183,0.069,0.3834,0
1334,155937,Sterling College,0.050000001,83.68000031,7.239999771,1.600000024,9.579999924,93.62000275,58015.54,7.809999943,3.069999933,10.92000008,PrivacySuppressed,217,37400,37.4,29300,Sterling College,Sterling,KS,67579,38.219783,-98.209966,0.4141,0.414132379,990,0,0,0,0,0.0588,0,0,0,0.0924,0,0,0,0,0,0,0,0,0.0504,0,0,0,0.2521,0.1176,0,0.0084,0,0.042,0,0,0,0,0,0,0,0.084,0.0756,0.2017,0.0168
1335,155973,Tabor College,0.200000003,85.33999634,4.679999828,1.789999962,10.09000015,93.48000336,57538.37,7.53000021,3.019999981,10.92000008,26,267,44900,44.9,28900,Tabor College,Hillsboro,KS,67063-1799,38.348606,-97.20096,0.5541,0.554054054,1007,0.0055,0,0,0,0.0166,0,0,0,0.0884,0,0,0,0,0,0.0331,0.0055,0,0.0221,0.011,0,0.011,0.1326,0.0387,0.0387,0.0221,0,0.0442,0,0.0442,0,0,0,0,0,0.0552,0.2652,0.1547,0.011
1338,156125,Wichita State University,0.330000013,83.01999664,7.46999979,2.599999905,6.809999943,93.83000183,60078.99,6.900000095,3.089999914,10.96000004,447,3220,43800,43.8,30400,Wichita State University,Wichita,KS,67260-0124,37.716484,-97.296733,0.9473,0.94732965,1089,0,0,0,0.0024,0.0378,0,0,0,0.0858,0.1265,0.0034,0.0048,0,0,0.015,0.1052,0,0.0296,0.0034,0,0,0.0509,0.0019,0,0.0238,0,0.0417,0.0281,0.0339,0.0155,0,0,0,0,0.0349,0.1629,0.1876,0.0048
1340,156189,Alice Lloyd College,0.059999999,97.62000275,1.25,0.239999995,0.779999971,99.31999969,31403.34,24.51000023,4.559999943,10.31000042,39,228,41100,41.1,52300,Alice Lloyd College,Pippa Passes,KY,41844,37.335087,-82.875068,0.3511,0.351070464,1006,0,0,0,0,0,0,0,0,0.1892,0,0,0,0,0,0.0541,0,0,0.2297,0,0,0,0.1351,0,0,0,0,0,0,0,0.1486,0,0,0,0,0,0,0.1351,0.1081
1341,156213,Asbury University,0.109999999,90.40000153,5.559999943,1.389999986,2.900000095,95.5,61842.48,6.909999847,2.829999924,10.98999977,57,410,39500,39.5,32100,Asbury University,Wilmore,KY,40390-1198,37.862029,-84.662606,0.5685,0.568518519,1101,0.0554,0,0,0,0.2215,0,0,0,0.1246,0,0,0.0208,0,0,0.0415,0.0035,0,0.0277,0.0138,0,0,0.0692,0,0.1142,0.0035,0,0.0623,0.0069,0.0554,0.0208,0,0,0,0,0.0554,0.0035,0.0865,0.0138
1345,156286,Bellarmine University,0.200000003,87.68000031,8.390000343,1.50999999,2.190000057,95.59999847,65601.28,6.369999886,2.670000076,11.05000019,66,633,50300,50.3,29800,Bellarmine University,Louisville,KY,40205-0671,38.219138,-85.7049,0.8394,0.83942226,1120,0,0.0099,0,0,0.0516,0,0.006,0,0.0536,0,0,0.004,0,0,0.0238,0.0218,0,0.0615,0.002,0,0.006,0.0615,0.004,0.002,0.0099,0,0.0873,0.0079,0,0.0516,0,0,0,0,0.0357,0.3571,0.1369,0.006
1346,156295,Berea College,0.059999999,85.05000305,11.78999996,0.779999971,2.170000076,96.98000336,47532.74,12.22999954,3.519999981,10.72000027,69,541,36100,36.1,24300,Berea College,Berea,KY,40404-2182,37.573334,-84.289332,0.3651,0.365137615,1117,0.0348,0,0,0.0475,0.0601,0,0.0316,0,0.0665,0,0.0696,0.0158,0.0538,0,0.0443,0,0,0.0949,0.0222,0,0.0411,0.0348,0.0127,0.0032,0.0411,0,0.057,0,0,0.0759,0,0,0,0,0.0759,0.0127,0.0696,0.0348
1349,156356,Brescia University,0.25999999,91.79000092,5.619999886,0.699999988,1.870000005,97.83999634,50402.08,10.21000004,3.589999914,10.81000042,PrivacySuppressed,193,42400,42.4,36700,Brescia University,Owensboro,KY,42301-3023,37.768989,-87.111533,0.4794,0.479412473,1003,0,0,0,0,0,0,0,0,0.0373,0.0373,0,0.0124,0,0,0.0311,0.0062,0,0.0435,0.0062,0,0.0932,0,0,0.0248,0,0,0.0807,0,0.441,0.0186,0,0,0,0,0.0373,0.0248,0.0994,0.0062
1350,156365,Campbellsville University,0.209999993,91.26999664,6.21999979,0.620000005,1.590000033,97.56999969,47586.61,11.94999981,3.5,10.72999954,82,574,35700,35.7,26700,Campbellsville University,Campbellsville,KY,42718-2799,37.343342,-85.348943,0.7557,0.755719271,986,0,0,0,0,0.0314,0,0.0048,0,0.1232,0,0,0.0072,0.0024,0,0.0169,0.0217,0,0.029,0.0097,0,0,0.0507,0,0.0845,0.0024,0,0.0362,0.0845,0.0894,0.0266,0,0,0,0,0.0193,0.1715,0.1787,0.0097
1352,156408,Centre College,0.01,89.52999878,6.909999847,1.360000014,2.079999924,95.97000122,64052.84,7.699999809,2.660000086,11,PrivacySuppressed,230,52500,52.5,40300,Centre College,Danville,KY,40422-1394,37.645102,-84.779175,0.7117,0.711708395,1279,0,0.0061,0,0,0,0,0.0243,0,0.0152,0,0,0.0426,0,0,0.0669,0.0091,0,0.1185,0.0334,0,0.0547,0,0.0182,0,0.0456,0,0.1277,0,0,0.3404,0,0,0,0,0.0395,0,0,0.0578
1357,156541,University of the Cumberlands,0.100000001,91.70999908,5,0.870000005,2.5,97.16000366,44968.88,15.39999962,3.430000067,10.63000011,84,594,36700,36.7,26300,University of the Cumberlands,Williamsburg,KY,40769,36.736489,-84.162375,0.6828,0.682846565,1022,0,0,0,0,0.0154,0,0,0,0.0386,0,0,0.0026,0,0,0.0154,0.0103,0,0.0771,0.0154,0,0,0.09,0,0.0334,0.0077,0,0.1594,0.0643,0.0746,0.0026,0,0,0,0,0.0154,0.0206,0.3445,0.0129
1358,156620,Eastern Kentucky University,0.219999999,92.47000122,4.989999771,0.75,1.440000057,97.62999725,47617.36,13.73999977,3.230000019,10.69999981,600,3952,37900,37.9,25500,Eastern Kentucky University,Richmond,KY,40475-3102,37.740396,-84.301356,0.7063,0.706314244,1028,0.0081,0.0064,0,0,0.0354,0.0014,0.0074,0,0.081,0,0.0467,0.0092,0.0152,0.0113,0.0117,0.1097,0,0.0258,0.0042,0,0.0032,0.0237,0.0014,0,0.018,0,0.0651,0.1723,0.0251,0.0315,0,0,0,0.0096,0.0251,0.1539,0.0838,0.0138
1361,156745,Georgetown College,0.029999999,91.77999878,5.539999962,0.839999974,1.580000043,97.30000305,56937.11,9.319999695,3,10.89999962,34,422,46300,46.3,32000,Georgetown College,Georgetown,KY,40324-1696,38.207934,-84.554583,0.6769,0.676923077,1045,0,0,0,0,0.0973,0,0.0088,0,0.0354,0,0,0.0221,0,0,0.0398,0,0,0.1416,0.0044,0,0.0133,0.1062,0.0265,0,0.0442,0,0.1018,0,0,0.0841,0,0,0,0,0.0531,0.0664,0.1416,0.0133
1370,157030,Kentucky Mountain Bible College,0.300000012,93.66999817,2.140000105,0.620000005,3.609999895,97.09999847,44446.55,15.67000008,2.789999962,10.59000015,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,#VALUE!,PrivacySuppressed,Kentucky Mountain Bible College,Jackson,KY,41339,37.604308,-83.43771,0.6275,0.62745098,990,0,0,0,0,0.0667,0,0,0,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0
1371,157058,Kentucky State University,0.219999999,64.95999908,30.69000053,1.120000005,3.170000076,95.54000092,51636.62,12.35999966,4.369999886,10.81000042,110,689,31000,31,21100,Kentucky State University,Frankfort,KY,40601-2355,38.201056,-84.855488,0.3792,0.379194631,931,0.0301,0,0,0,0.0361,0,0.0572,0,0.0572,0,0,0,0.0301,0,0.0271,0.1386,0,0.0512,0.003,0,0,0,0,0,0.009,0,0.0753,0.0843,0.0783,0.0241,0,0,0,0,0.0181,0.2078,0.0723,0
